,Property Name,Previous Property Name,Street Address,City,State,Zip,Sales Rep,Snappt POC, Property Unit Count ,FD Start Date (Customer Start Date),IDV Start Date,IV/CP Start Date,Onboarded Revenue Helper Column - Start Date Check,Billing Software,Property Billing Contact,Corporate Billing Contact,PMS,Rev Model,Monthly Rev (MRR),Monthly Minimum ,Contract Type,MGMT,SFDC Property ID,Ownership,Ownership Contact Name + Email Address,"Building Contact Name aka Primary Point of Contact (at Property)
[OPTIONAL]","Contact Info
[OPTIONAL]","Regional Manager
[OPTIONAL]",Status,,1-5k 4/29/25 roll out
IDV Only (w/ Partner),Broadmoor Park Terrace,,920 Arcturus Dr,Colorado Springs,CO,80905-7840,,Jarrod,  58 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHIxeIAH,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Broadmoor Park Tower,,929 Arcturus Dr,Colorado Springs,CO,80905-7840,,Jarrod,  47 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHIxfIAH,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Chelsea Village Apartments,,7100 Natalie Ave NE,Albuquerque,NM,87110-1542,,Jarrod,  136 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHK3xIAH,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Featherstone Apartments,,3807 Half Turn Rd,Colorado Springs,CO,80917-2438,,Jarrod,  103 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHNE3IAP,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Monterey Manor Apartments,,12201 Lomas Blvd NE,Albuquerque,NM,87112-5848,,Jarrod,  49 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHlgoIAD,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Palazzo Apartments,,14124 Copper Ave NE,Albuquerque,NM,87123-1885,,Jarrod,  60 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHmp5IAD,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Pine Lane Apartments,,3300 Morris St NE,Albuquerque,NM,87111-4967,,Jarrod,  54 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHnLaIAL,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Residence at Austin Bluffs,,3555 Westwood Blvd,Colorado Springs,CO,80918-6625,,Jarrod,  312 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHpOcIAL,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),River Rock Apartments,,12301 Lomas Blvd Ne,Albuquerque,NM,87112-5849,,Jarrod,  61 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHpmNIAT,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Spain Townhomes,,5009 El Corte Miramar NE,Albuquerque,NM,87111-2239,,Jarrod,  68 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHYHmIAP,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Stratus Apartment Homes,,4255 Airport Rd,Colorado Springs,CO,80910-2409,,Jarrod,  216 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHYveIAH,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Theta Apartments,,3900 Tulane Dr NE,Albuquerque,NM,87107,,Jarrod,  49 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHs3gIAD,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Thirteen20 Potter,,1320 Potter Dr,Colorado Springs,CO,80909-3515,,Jarrod,  83 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHZZjIAP,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Villages at Woodmen,,1629 East Woodmen,Colorado Springs,CO,80920-3324,,Jarrod,  183 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHvLHIA1,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
IDV Only (w/ Partner),Vistas at the Citadel,,3955 E Bijou St,Colorado Springs,CO,80909-6847,,Jarrod,  209 ,,5/8/2025,,,VendorAccess,,cmsinvoices@cmsmultifamily.com,Entrata,SaaS,$0.00,,IDV Only,CMS Multifamily,a01Dn00000HHb6kIAD,,,Craig Buccola,cbuccola@cmsmultifamily.com,jroman@cmsmultifamily.com,,,
COM (under 90 days),Wellen,,305 Prine Place,Charlotte,NC,28213,JK,Jodi,  325 ,5/9/2025,,5/9/2025,,GCB,,,,SaaS,$406.25,,30 day out,Greystar,a01Dn00000HHtI8IAL,,,Rene Ramsaur,wellenmgr@greystar.com,kendra.lott@greystar.com,,,
New Property,The Vivien,,3901Coast View Pointe,Vero Beach ,FL,32960,DN,Jodi,  180 ,5/9/2025,5/9/2025,5/9/2025,,,thevivien-pm@pegasusnext.com,,RealPAGE,SaaS,$225.00,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000Lklr4YAB,,,Michael Ellrich,thevivien-pm@pegasusnext.com,cduncan@pegasusnext.com,,,
New Property,Capital Place at Southwood,,2300 Bluff Oak Way,Tallahassee,FL,32311,JK,Jodi,  216 ,5/12/2025,,5/12/2025,,GCB,,,Yardi,SaaS,$270.00,,30 day out,Greystar,a01Dn00000HHfSRIA1,,,Sylvia Garbo,capitalplacemgr@greystar.com,tonya.ward@greystar.com,,,
New Property,Radia Avondale Station,,9975 West Encanto Boulevard,Avondale,AZ,83592,AP,Matt,  172 ,5/12/2025,5/12/2025,5/12/2025,,,,,Yardi,SaaS,$215.00,,30 day out,Avenue5 Residential,a01UL00000LfPchYAF,,,Aztryd Lugo,pm.radiaavondale@avenue5apt.com,margo.reid@avenue5.com,,,
COM (under 90 days),Celebration at Sandy Springs,,7000 Roswell Rd NE,Atlanta,GA,30328,BB,Jodi,  250 ,5/12/2025,5/12/2025,5/12/2025,,,pmiranda@avita.pm,,Yardi,SaaS,$375.00,,30 dayout (month to month),Avita Property Management,a01Dn00000HHJv9IAH,,,Pilar Miranda,pmiranda@avita.pm,aesparza@avita.pm,,,
New Property,Montage at Marquis Hills,,1200 Marquis Pkwy,Williamsburg,VA,23185,JK,Matt,  265 ,5/12/2025,5/12/2025,5/12/2025,,GCB,,,,SaaS,$331.25,,30 day out,Greystar,a01Dn00000HJZudIAH,,,Michelle Banks,michelle.banks@greystar.com,courtney.kreicar@greystar.com,,,
New Property,Poth Brewery Lofts,,3145 W Jefferson St,Philadelphia,PA,19121,JK,Jarrod,  132 ,5/9/25,,5/9/25,,GCB,robert.kelly@greystar.com,,,SaaS,$165.00,,30 day out,Greystar,a01Dn00000HHorkIAD,,,Robert Kelly,robert.kelly@greystar.com,robert.kelly@greystar.com,,,
New Property,Harbor Landing at Garvies Point- Building I,,300 Herb Hill Road,Glen Cove,NY,11542,JK,Jarrod,  208 ,5/9/25,5/9/25,5/9/25,,GCB,harborlandingmgr@greystar.com,,Yardi,SaaS,$260.00,,30 day out,Greystar,a01UL00000LbzJpYAJ,,,Debra Rocco,debra.rocco@greystar.com,dorothy.stallone@greystar.com,,,
New Property,Harbor Landing at Garvies Point- Building H,,350 Herb Hill Rd,Glen Cove,NY,11542,JK,Jarrod,  177 ,5/9/25,5/9/25,5/9/25,,GCB,harborlandingmgr@greystar.com,,Yardi,SaaS,$221.25,,30 day out,Greystar,a01Dn00000HHixQIAT,,,Debra Rocco,debra.rocco@greystar.com,dorothy.stallone@greystar.com,,,
New Property,HoM at Pooler,,100 Commons Way,Pooler,GA,31322,DN,Jarrod,  348 ,5/14/25,5/14/25,5/14/25,,,,,RealPage,SaaS,$435.00,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000LlbjDYAR,,,TBD,homatpooler-pm@pegasusnext.com,hhelms@pegasusnext.com,,,
COM (under 90 days),LYNX Gate City,Park at Aventino,2826 Vanstory Street,Greensboro,NC,27407,BB,Jodi,  240 ,5/14/25,5/14/25,5/14/25,,,parkataventino.mgr@rrliving.com,,RealPage,SaaS,$348.00,,Find Contract,RR Living,a01Dn00000HHn2KIAT,,,Scotti Hooker,parkataventino.mgr@rrliving.com,mdeloach@rrliving.com,,,
New Property,Bold on Blvd,,1100 Saint Peters Centre Blvd,St. Peters,MO,63378,BB,Matt,  272 ,5/15/2025,5/15/2025,5/15/2025,,VendorCafe,paybbt-regual@yardiifs.com,,Yardi,SaaS,$380.80,,30 dayout (month to month),2B Residential,a01Dn00000HHIYWIA5,,,Molly McGhee,molly@2bresidential.com,ashley@2bresidential.com,,,
New Property,Taryn at 401,,310 Taryn Ave,Raleigh,NC,27063,LS,Matt,  251 ,5/15/2025,,5/15/2025,,,,,,SaaS,$351.40,,30 day out,Jefferson Apartment Group,a01UL00000M4b7ZYAR,,,Ashley Kelly,tarynmgr@jagmgt.com,vsmiddy@jagllc.com,,,
New Property,Villas at Woodland Hills,,5807 Topanga Canyon Blvd,Woodland Hills,CA,91367,AP,Jarrod,  324 ,5/15/25,5/15/25,5/15/25,,,john.planas@fpimgt.com,,,SaaS,$405.00,,30 day out,Avenue5 Residential,a01Dn00000HHsvqIAD,,,Gilbert Burciaga,pm.villaswoodlandhills@avenue5apt.com,tdow@avenue5.com,,,
New Property,3009 AVENUE I,,3009 Avenue I,Brooklyn,NY,11210,WP,Matt,  125 ,5/16/2025,5/16/2025,5/16/2025,,,,ap@prospectm.com,Yardi,SaaS,$187.50,,30 day out,Prospect Management,a01UL00000M3WeiYAF,,,Abe Friedman,abe@prospectm.com,abe@prospectm.com,,,
New Property,20 Grand,,15 South Dean Street,Englewood,NJ,0-7631,WP,Matt,  97 ,5/16/2025,5/16/2025,5/16/2025,,,,ap@prospectm.com,Yardi,SaaS,$145.50,,30 day out,Prospect Management,a01UL00000M3ipVYAR,,,Abe Friedman,abe@prospectm.com,abe@prospectm.com,,,
New Property,Solis Birkdale,,9035 Lindholm Drive,Huntersville,NC,28078,JK,Matt,  210 ,5/16/2025,5/16/2025,5/16/2025,,GCB,,,RealPage,SaaS,$262.50,,30 day out,Greystar,a01UL00000MJHtNYAX,,,Hannah Smith,solisbirkdalemgr@greystar.com,stephanie.forgash@greystar.com,,,
COM (under 90 days),Kenyon Square,,9220 Worthington Road,Westerville,OH,43082,JK,Jarrod,  218 ,5/13/2025,5/13/2025,5/13/2025,,GCB,,,Yardi,SaaS,$272.50,,30 day out,Greystar,a01Dn00000HHk3tIAD,,,Zac Evans,"kenyonsquaremgr@livetrilogy.com,",emily.mcevoy@greystar.com,,,
COM (under 90 days),Villas at NorthStar,,2820 Windwood Dr,Ann Arbor,MI,48105,JK,Jarrod,  480 ,5/13/2025,5/13/2025,5/13/2025,,GCB,,,Yardi,SaaS,$600.00,,30 day out,Greystar,a01Dn00000HHb0IIAT,,,Matthew Previch,"northstarmgr@livetrilogy.com,",emily.mcevoy@greystar.com,,,
COM (under 90 days),Villas at Main Street,,101 Lake Village Dr,Ann Arbor,MI,48103,JK,Jarrod,  360 ,5/13/2025,5/13/2025,5/13/2025,,GCB,,,Yardi,SaaS,$450.00,,30 day out,Greystar,a01Dn00000HHazzIAD,,,Samantha Schoenfeld,"mainstreetmgr@livetrilogy.com,",emily.mcevoy@greystar.com,,,
COM (under 90 days),Westlyn,The Westlyn,240 Thompson Ave E,West St. Paul,MN,55118,JK,Jarrod,  153 ,5/13/2025,5/13/2025,5/13/2025,,GCB,,,Yardi,SaaS,$191.25,,30 day out,Greystar,a01Dn00000HHtREIA1,,,Abigail melton,"thewestlynmgr@livetrilogy.com,",kelly.mcarthur@greystar.com,,,
COM (under 90 days),Bohen,The Bohen,2851 Hennepin Ave,Minneapolis,MN,55408,JK,Jarrod,  143 ,5/13/2025,5/13/2025,5/13/2025,,GCB,,,Yardi,SaaS,$178.75,,30 day out,Greystar,a01Dn00000HHIYQIA5,,,Thompson Sutton,"thebohenmgr@livetrilogy.com,",kelly.mcarthur@greystar.com,,,
Win Back (over 90 days),The Bouldin,Bouldin,1401 S Lamar Blvd,Austin,TX,78704,JK,Matt,  309 ,5/16/2025,,5/16/2025,,GCB,,,Yardi,SaaS,$386.25,,30 day out,Greystar,a01Dn00000HJ39tIAD,,,Tory Caraveo,bouldinmgr@greystar.com,samantha.perez1@greystar.com,,,
COM (under 90 days),Park 205,,205 Touhy Ave,Park Ridge,IL,60068,JK,Jarrod,  115 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$143.75,,30 day out,Greystar,a01Dn00000HHUSJIA5,,,Latasha holmes,bgray@livetrilogy.com,erin.delaney@greystar.com,,,
COM (under 90 days),Velo Village,,7235 S Ballpark Dr,Franklin,WI,53132,JK,Jarrod,  265 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$331.25,,30 day out,Greystar,a01Dn00000HHsfXIAT,,,Jennifer Cleven,"velovillagemgr@livetrilogy.com,",erin.delaney@greystar.com,,,
COM (under 90 days),Aurilla,,7689 Hardwood Avenue S,Cottage Grove,MN,55016,JK,Jarrod,  171 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$213.75,,30 day out,Greystar,a01UL000001a4uFYAQ,,,Emily Christiansen,"aurillamgr@livetrilogy.com,",kelly.mcarthur@greystar.com,,,
COM (under 90 days),Hallon I,The Hallon,8594 Excelsior Blvd,Hopkins,MN,55343,JK,Jarrod,  219 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$273.75,,30 day out,Greystar,a01UL000001adlRYAQ,,,Kate Antonacci,"thehallonmgr@livetrilogy.com,",kelly.mcarthur@greystar.com,,,
COM (under 90 days),The Hallon II,,8490 Excelsior Boulevard,Hopkins,MN,55343,JK,Jarrod,  250 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$312.50,,30 day out,Greystar,a01UL000009L1OxYAK,,,Kate Antonacci,"thehallonmgr@livetrilogy.com,",kelly.mcarthur@greystar.com,,,
COM (under 90 days),The Lodge at Overland,,6635 Lodge View Rd NW,Rochester,MN,55901,JK,Jarrod,  237 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$296.25,,30 day out,Greystar,a01UL000001aZJhYAM,,,Jacquelyn Hill,"thelodgemgr@livetrilogy.com,",kelly.mcarthur@greystar.com,,,
COM (under 90 days),Azalea,,8240 Causeway Blvd,Tampa,FL,33619,JK,Jarrod,  289 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$361.25,,30 day out,Greystar,a01Dn00000HJXGxIAP,,,Amee Whittaker,"azaleamgr@livetrilogy.com,",toysa.tramel@greystar.com,,,
New Property,Integra Station 2114,,2114 Nebula Way,West Melbourne,FL,32904,AP,Jarrod,  300 ,5/16/2025,5/16/2025,5/16/2025,,,,,Yardi,SaaS,$375.00,,30 day out,RPM Living,a01Dn00000HHPyCIAX,,,Rachel McCann,rachel.mccann@rpmliving.com,joel.burroughs@rpmliving.com,,,
New Property,River Ford,,1100 River Ford Rd,Brunswick,GA,31525,JK,Matt,  178 ,5/16/2025,,5/16/2025,,GCB,,,,SaaS,$222.50,,30 day out,Greystar,a01UL00000MKxk2YAD,,,Shelia Sands,sheila.sands@greystar.com,sheila.sands@greystar.com,,,
New Property,West Forty 9 Apartments,,196 Highway 49,Milledgeville,GA,31061,FF,Meghan,  102 ,5/19/2025,5/19/2025,5/19/2025,,,,,RealPage,SaaS,$127.50,,30 day out,Asset Living,a01Dn00000HHFdLIAX,,,Tracey Burton,tracey.burton@assetliving.com,ande.custer@assetliving.com,,,
New Property,Briarcliff Apartment Homes,,1980 Briarcliff Road,Milledgeville,GA,31061,FF,Meghan,  78 ,5/19/2025,5/19/2025,5/19/2025,,,,,RealPage,SaaS,$97.50,$100.00,30 day out,Asset Living,a01Dn00000HHIbyIAH,,,Tracey Burton,tracey.burton@assetliving.com,ande.custer@assetliving.com,,,
New Property,Dove Valley,,7550 S Blackhawk St,Englewood,CO,80112,JK,Jarrod,  312 ,5/20/2025,5/20/2025,5/20/2025,,OPS,wendy.hernandez@greystar.com,,Entrata,SaaS,$390.00,,30 day out,Greystar,a01Dn00000HHhRIIA1,,,Jackie Dillon,dovevalleymgr@greystar.com,wendy.hernandez@greystar.com,,,
New Property,BB Living Colliers Hill,,554 Alpine Ridge St,Erie,CO,80516,AP,Jarrod,  159 ,5/20/2025,5/20/2025,5/20/2025,,OPS,cm@bblivingcolliershill.com,,RealPage,SaaS,$230.55,,30 day out,Cardinal Group Management,a01UL00000MSYGhYAP,,,Katlyn LaPorte,katlyn.laporte@bblivingcolliershill.com,kimberly.roberts@cardinalgroup.com,,,
New Property,Passero,,2230 Calle Del Mundo,Santa Clara,FL,95054,JK,Jarrod,  371 ,6/1/2025,,6/1/2025,,OPS,passeromgr@greystar.com,,Entrata,SaaS,$463.75,,30 day out,Greystar,a01UL00000IwZCkYAN,,,Jose Marmolejo,passeromgr@greystar.com,imaddy.castillo@greystar.com,,,
COM (under 90 days),The Adeline,Modera Glendale,600 N Central Avenue,Glendale,CA,91203,JK,Jodi,  235 ,5/20/2025,5/20/2025,5/20/2025,,GCB,,,Yardi,SaaS,$293.75,,30 day out,Greystar,a01Dn00000HHSxDIAX,,,Lisa Torres,theadelinemgr@greystar.com,melissa.romo@greystar.com,,,
COM (under 90 days),Commons at Rivertown,The Commons at Rivertown,4702 Rivertown Commons Dr SW,Grandville,MI,49418,JK,Jodi,  408 ,5/21/2025,5/21/2025,5/21/2025,,GCB,,,Yardi,SaaS,$510.00,,30 day out,Greystar,a01UL000001aZLKYA2,,,Amy Smith,thecommonsmgr@livetrilogy.com,emily.mcevoy@greystar.com,,,
COM (under 90 days),Optima Old Orchard Woods,,9739 Woods Drive,Skokie,IL,60077,JK,Jodi,  183 ,5/21/2025,5/21/2025,5/21/2025,,GCB,,,Yardi,SaaS,$228.75,,30 day out,Greystar,a01Dn00000HHmZiIAL,,,Victoria Ortega,optimamgr@livetrilogy.com,emily.mcevoy@greystar.com,,,
COM (under 90 days),Riverset,,100 Riverset Ln,Memphis,TN,38103,JK,Jodi,  500 ,5/21/2025,5/21/2025,5/21/2025,,GCB,,,Yardi,SaaS,$625.00,,30 day out,Greystar,a01Dn00000HHWnQIAX,,,Ross Wilmers,riversetmgr@livetrilogy.com,erin.delaney@greystar.com,,,
COM (under 90 days),View on Collins,Volaris Lansing,4540 Collins Rd,Lansing,MI,48910,JK,Jodi,  289 ,5/21/2025,5/21/2025,5/21/2025,,GCB,,,Yardi,SaaS,$361.25,,30 day out,Greystar,a01Dn00000HHbBgIAL,,,Joshua Woodman,theviewmgr@livetrilogy.com,emily.mcevoy@greystar.com,,,
New Property,Skymor Southshore Bay,,17224 Auburn Arch Loop,Wimauma,FL,33598,JK,Matt,  196 ,5/22/2025,07/14/2025,5/22/2025,,GCB,,,,SaaS,$245.00,,30 day out,Greystar,a01UL00000MJOeiYAH,,,Jessica Malone,jessica.malone@greystar.com,jessica.malone@greystar.com,,,
New Property,Prose Southcenter,,500 Baker Boulevard,Tukwila,WA,98188,JK,Jodi,  285 ,5/21/2025,,5/21/2025,,GCB,,,,SaaS,$356.25,,30 day out,Greystar,a01UL00000MY6ZSYA1,,,CJ Jeppesen,prosesouthcentermgr@greystar.com,katie.sheremet@greystar.com,,,
Migration: Partner to Direct,Hudson House,,315 15th Street,Jersey City,NJ,7310,DN,Jodi,  350 ,5/23/2025,,7/29/25,,VendorCafe,epouchie@bozzuto.com,,,SaaS,$525.00,,30 day out,Bozzuto Management,a01Dn00000HJDtsIAH,,,Elsie Pouchie,epouchie@bozzuto.com,kelleigh.nurse@bozzuto.com,,,
New Property,Rio Point,,878 Rio Road East,Charlottesville,VA,22901,JK,Jarrod,  328 ,5/19/2025,5/19/2025,5/19/2025,,,elisha.reynolds@greystar.com,,Yardi,SaaS,$410.00,,30 day out,Greystar,a01UL00000MJYpKYAX,,,Amy Kennedy,riopointmgr@greystar.com,elisha.reynolds@greystar.com,,,
New Property,Terrano Phase II,,2804 Fashion Drive,Corona,CA,91763,JK,Jarrod,  50 ,5/19/2025,,5/19/2025,,,alex.calderon@greystar.com,,,SaaS,$62.50,,30 day out,Greystar,a01UL00000ML0RqYAL,,,Theresa Bruno,terranomgr@greystar.com,alex.calderon@greystar.com,,,
New Property,Station 316,,316 New Boston St,Woburn,MA,1801,AP,Jarrod,  361 ,5/21/2025,5/21/2025,5/21/2025,,,leasing@station316apartments.com,,Yardi,SaaS,$541.50,,30 day out,Fairfield Residential,a01Dn00000HJNp0IAH,,,Colleen Brady,cbrady@ffres.com,ranthony@ffres.com,,,
Win Back (over 90 days),5West,,5150 Net Drive,Tampa,FL,33634,FF,Brooke/Meghan,  318 ,,4/27/2025,,,,tdunlap@zrsmanagement.com,,,SaaS,$79.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHFUyIAP,,,,,,,,
Win Back (over 90 days),Boca Vista,,545 Nantucket Court,Altamonte Springs,FL,32714,FF,Brooke/Meghan,  324 ,,4/27/2025,,,,mgp@zrsmanagement.com,,,SaaS,$81.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHf07IAD,,,,,,,,
Win Back (over 90 days),Casa Palma,,6112 North State Road 7,Coconut Creek,FL,33073,FF,Brooke/Meghan,  350 ,,4/27/2025,,,,lhogan@zrsmanagement.com,,,SaaS,$87.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHno1IAD,,,,,,,,
Win Back (over 90 days),Lofts at SoDo,,100 West Grant Street,Orlando,FL,32806,FF,Brooke/Meghan,  308 ,,4/27/2025,,,,mgp@zrsmanagement.com,,,SaaS,$77.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHkmmIAD,,,,,,,,
Win Back (over 90 days),Cameron Cove,,2571 Southwest 79th Avenue,Davie,FL,33328,FF,Brooke/Meghan,  221 ,,4/27/2025,,,,lhogan@zrsmanagement.com,,,SaaS,$55.25,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHJEnIAP,,,,,,,,
Win Back (over 90 days),Los Prados,,832 Northwest 86th Avenue,Plantation,FL,33324,FF,Brooke/Meghan,  444 ,,4/27/2025,,,,cr@zrsmanagement.com,,,SaaS,$111.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHRfrIAH,,,,,,,,
Win Back (over 90 days),Waves,,9000 Northwest 9th Street,Plantation,FL,33324,FF,Brooke/Meghan,  488 ,,4/27/2025,,,,cr@zrsmanagement.com,,,SaaS,$122.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHtDuIAL,,,,,,,,
Win Back (over 90 days),Woodlands,,604 Laurel Cove Court,Orlando,FL,32825,FF,Brooke/Meghan,  526 ,,4/27/2025,,,,cholmes@zrsmanagement.com,,,SaaS,$131.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHcYhIAL,,,,,,,,
Win Back (over 90 days),The Residences at Merrick Park,,4251 Salzedo Street,Coral Gables,FL,33146,FF,Brooke/Meghan,  120 ,,4/27/2025,,,,cr@zrsmanagement.com,,,SaaS,$30.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHpeWIAT,,,,,,,,
Win Back (over 90 days),Landings at Coconut Creek,,4854 Fishermans Drive,Coconut Creek,FL,33063,FF,Brooke/Meghan,  268 ,,4/27/2025,,,,lhogan@zrsmanagement.com,,,SaaS,$67.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHkEaIAL,,,,,,,,
Win Back (over 90 days),Mar Lago Village,,200 Commodore Drive,Plantation,FL,33325,FF,Brooke/Meghan,  216 ,,4/27/2025,,,,cr@zrsmanagement.com,,,SaaS,$54.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHS2bIAH,,,,,,,,
Win Back (over 90 days),Fusion 1560,,1560 Central Avenue North,St. Petersburg,FL,33705,FF,Brooke/Meghan,  325 ,,4/27/2025,,,,tdunlap@zrsmanagement.com,,,SaaS,$81.25,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHiJfIAL,,,,,,,,
Win Back (over 90 days),Atlantic at East Delray,,650 Lavers Circle,Delray Beach,FL,33444,FF,Brooke/Meghan,  227 ,,4/27/2025,,,,atlanticdelray@zrsmanagement.com,,,SaaS,$56.75,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHeWfIAL,,,,,,,,
New Property,Revel Greensboro,,713 Adelynn Lane,Greensboro,NC,27409,JK,Jodi,  360 ,5/27/2025,,,,VendorCafe,mkristy@bellpartnersinc.com,,Yardi,SaaS,$450.00,,30 day out,Bell Partners,a01UL00000MSDFPYA5,,,Madison Kristy,mkristy@bellpartnersinc.com,amcneil@bellpartnersinc.com,,,
New Property,The Row at Red Hill III,,2390 Red Hill Avenue,Santa Ana,CA,90326,JK,Jodi,  326 ,5/27/2025,5/27/2025,5/27/2025,,GCB,,,Entrata,SaaS,$407.50,,30 day out,Greystar,a01UL00000MzjjbYAB,,,Erica Montgomery,erica.montgomery@greystar.com,emely.amos@greystar.com,,,
COM (under 90 days),Elysian at Tivoli,,8791 Alta Dr,Las Vegas,NV,89145,AP,Jarrod,  359 ,5/28/2025,,,,,nicole.ganier@cushwake.com,cushwakeinvoices@opstechnology.com,Yardi,SaaS,$448.75,,30 day out,Cushman & Wakefield,a01Dn00000HHMY1IAP,,,Susana Baltazar,susana.baltazar@cushwake.com,nicole.ganier@cushwake.com,,,
New Property,BB Living Seven Shores,,8735 Catamaran Drive,Naples,FL,34114,AP,Jodi,  96 ,5/29/2025,,,,Ops,cm@bblivingsevenshores.com,,,SaaS,$139.20,,30 day out,Cardinal Group Management,a01UL00000KmaqaYAB,,,TBD,cm@bblivingsevenshores.com,kerianne.manning@cardinalgroup.com,,,
